id,comuna,barrio,tipo_negocio,categoria,cantidad_actual,fecha_recoleccion
526,15,Guayabal,cacharrerias,retail,117,2026-03
527,15,Guayabal,panaderias,alimentos,56,2026-03
528,15,Guayabal,ferreterias,retail,82,2026-03
529,15,Trinidad,cafeterias,alimentos,105,2026-03
530,15,Trinidad,restaurantes,alimentos,98,2026-03
531,15,Trinidad,tiendas,retail,109,2026-03
532,15,Trinidad,supermercados,retail,17,2026-03
533,15,Trinidad,charcuterias,alimentos,52,2026-03
534,15,Trinidad,licoreras,retail,18,2026-03
535,15,Trinidad,veterinarias,servicios,113,2026-03
536,15,Trinidad,peluquerias,servicios,110,2026-03
537,15,Trinidad,droguerias,servicios,68,2026-03
538,15,Trinidad,cacharrerias,retail,101,2026-03
539,15,Trinidad,panaderias,alimentos,29,2026-03
540,15,Trinidad,ferreterias,retail,91,2026-03
541,15,Cristo Rey,cafeterias,alimentos,93,2026-03
542,15,Cristo Rey,restaurantes,alimentos,47,2026-03
543,15,Cristo Rey,tiendas,retail,22,2026-03
544,15,Cristo Rey,supermercados,retail,89,2026-03
545,15,Cristo Rey,charcuterias,alimentos,51,2026-03
546,15,Cristo Rey,licoreras,retail,50,2026-03
547,15,Cristo Rey,veterinarias,servicios,36,2026-03
548,15,Cristo Rey,peluquerias,servicios,48,2026-03
549,15,Cristo Rey,droguerias,servicios,68,2026-03
550,15,Cristo Rey,cacharrerias,retail,69,2026-03
551,15,Cristo Rey,panaderias,alimentos,77,2026-03
552,15,Cristo Rey,ferreterias,retail,84,2026-03
553,16,Belen,cafeterias,alimentos,55,2026-03
554,16,Belen,restaurantes,alimentos,60,2026-03
555,16,Belen,tiendas,retail,25,2026-03
556,16,Belen,supermercados,retail,19,2026-03
557,16,Belen,charcuterias,alimentos,110,2026-03
558,16,Belen,licoreras,retail,6,2026-03
559,16,Belen,veterinarias,servicios,69,2026-03
560,16,Belen,peluquerias,servicios,32,2026-03
561,16,Belen,droguerias,servicios,36,2026-03
562,16,Belen,cacharrerias,retail,105,2026-03
563,16,Belen,panaderias,alimentos,78,2026-03
564,16,Belen,ferreterias,retail,40,2026-03
565,16,Belen Rincon,cafeterias,alimentos,59,2026-03
566,16,Belen Rincon,restaurantes,alimentos,55,2026-03
567,16,Belen Rincon,tiendas,retail,19,2026-03
568,16,Belen Rincon,supermercados,retail,89,2026-03
569,16,Belen Rincon,charcuterias,alimentos,9,2026-03
570,16,Belen Rincon,licoreras,retail,102,2026-03
571,16,Belen Rincon,veterinarias,servicios,35,2026-03
572,16,Belen Rincon,peluquerias,servicios,91,2026-03
573,16,Belen Rincon,droguerias,servicios,114,2026-03
574,16,Belen Rincon,cacharrerias,retail,27,2026-03
575,16,Belen Rincon,panaderias,alimentos,33,2026-03
576,16,Belen Rincon,ferreterias,retail,77,2026-03
577,16,Loma de los Bernal,cafeterias,alimentos,96,2026-03
578,16,Loma de los Bernal,restaurantes,alimentos,28,2026-03
579,16,Loma de los Bernal,tiendas,retail,78,2026-03
580,16,Loma de los Bernal,supermercados,retail,61,2026-03
581,16,Loma de los Bernal,charcuterias,alimentos,41,2026-03
582,16,Loma de los Bernal,licoreras,retail,91,2026-03
583,16,Loma de los Bernal,veterinarias,servicios,78,2026-03
584,16,Loma de los Bernal,peluquerias,servicios,105,2026-03
585,16,Loma de los Bernal,droguerias,servicios,89,2026-03
586,16,Loma de los Bernal,cacharrerias,retail,23,2026-03
587,16,Loma de los Bernal,panaderias,alimentos,7,2026-03
588,16,Loma de los Bernal,ferreterias,retail,6,2026-03
589,1,Popular,cafeterias,alimentos,87,2026-03
590,1,Popular,restaurantes,alimentos,77,2026-03
591,1,Popular,tiendas,retail,87,2026-03
592,1,Popular,supermercados,retail,45,2026-03
593,1,Popular,charcuterias,alimentos,110,2026-03
594,1,Popular,licoreras,retail,75,2026-03
595,1,Popular,veterinarias,servicios,26,2026-03
596,1,Popular,peluquerias,servicios,58,2026-03
597,1,Popular,droguerias,servicios,83,2026-03
598,1,Popular,cacharrerias,retail,64,2026-03
599,1,Popular,panaderias,alimentos,56,2026-03
600,1,Popular,ferreterias,retail,78,2026-03
601,1,Santo Domingo Savio,cafeterias,alimentos,100,2026-03
602,1,Santo Domingo Savio,restaurantes,alimentos,58,2026-03
603,1,Santo Domingo Savio,tiendas,retail,81,2026-03
604,1,Santo Domingo Savio,supermercados,retail,120,2026-03
605,1,Santo Domingo Savio,charcuterias,alimentos,75,2026-03
606,1,Santo Domingo Savio,licoreras,retail,61,2026-03
607,1,Santo Domingo Savio,veterinarias,servicios,47,2026-03
608,1,Santo Domingo Savio,peluquerias,servicios,8,2026-03
609,1,Santo Domingo Savio,droguerias,servicios,86,2026-03
610,1,Santo Domingo Savio,cacharrerias,retail,9,2026-03
611,1,Santo Domingo Savio,panaderias,alimentos,47,2026-03
612,1,Santo Domingo Savio,ferreterias,retail,45,2026-03
613,1,Granizal,cafeterias,alimentos,54,2026-03
614,1,Granizal,restaurantes,alimentos,49,2026-03
615,1,Granizal,tiendas,retail,54,2026-03
616,1,Granizal,supermercados,retail,24,2026-03
617,1,Granizal,charcuterias,alimentos,51,2026-03
618,1,Granizal,licoreras,retail,118,2026-03
619,1,Granizal,veterinarias,servicios,40,2026-03
620,1,Granizal,peluquerias,servicios,25,2026-03
621,1,Granizal,droguerias,servicios,54,2026-03
622,1,Granizal,cacharrerias,retail,43,2026-03
623,1,Granizal,panaderias,alimentos,104,2026-03
624,1,Granizal,ferreterias,retail,55,2026-03
625,2,Santa Cruz,cafeterias,alimentos,11,2026-03
626,2,Santa Cruz,restaurantes,alimentos,30,2026-03
627,2,Santa Cruz,tiendas,retail,47,2026-03
628,2,Santa Cruz,supermercados,retail,61,2026-03
629,2,Santa Cruz,charcuterias,alimentos,21,2026-03
630,2,Santa Cruz,licoreras,retail,104,2026-03
631,2,Santa Cruz,veterinarias,servicios,97,2026-03
632,2,Santa Cruz,peluquerias,servicios,23,2026-03
633,2,Santa Cruz,droguerias,servicios,5,2026-03
634,2,Santa Cruz,cacharrerias,retail,26,2026-03
635,2,Santa Cruz,panaderias,alimentos,14,2026-03
636,2,Santa Cruz,ferreterias,retail,105,2026-03
637,2,La Rosa,cafeterias,alimentos,98,2026-03
638,2,La Rosa,restaurantes,alimentos,116,2026-03
639,2,La Rosa,tiendas,retail,119,2026-03
640,2,La Rosa,supermercados,retail,39,2026-03
641,2,La Rosa,charcuterias,alimentos,105,2026-03
642,2,La Rosa,licoreras,retail,79,2026-03
643,2,La Rosa,veterinarias,servicios,90,2026-03
644,2,La Rosa,peluquerias,servicios,33,2026-03
645,2,La Rosa,droguerias,servicios,115,2026-03
646,2,La Rosa,cacharrerias,retail,116,2026-03
647,2,La Rosa,panaderias,alimentos,13,2026-03
648,2,La Rosa,ferreterias,retail,68,2026-03
649,2,Andalucia,cafeterias,alimentos,71,2026-03
650,2,Andalucia,restaurantes,alimentos,36,2026-03
651,2,Andalucia,tiendas,retail,79,2026-03
652,2,Andalucia,supermercados,retail,111,2026-03
653,2,Andalucia,charcuterias,alimentos,11,2026-03
654,2,Andalucia,licoreras,retail,35,2026-03
655,2,Andalucia,veterinarias,servicios,77,2026-03
656,2,Andalucia,peluquerias,servicios,85,2026-03
657,2,Andalucia,droguerias,servicios,22,2026-03
658,2,Andalucia,cacharrerias,retail,105,2026-03
659,2,Andalucia,panaderias,alimentos,47,2026-03
660,2,Andalucia,ferreterias,retail,94,2026-03
661,3,Manrique Central,cafeterias,alimentos,120,2026-03
662,3,Manrique Central,restaurantes,alimentos,109,2026-03
663,3,Manrique Central,tiendas,retail,41,2026-03
664,3,Manrique Central,supermercados,retail,69,2026-03
665,3,Manrique Central,charcuterias,alimentos,105,2026-03
666,3,Manrique Central,licoreras,retail,81,2026-03
667,3,Manrique Central,veterinarias,servicios,8,2026-03
668,3,Manrique Central,peluquerias,servicios,29,2026-03
669,3,Manrique Central,droguerias,servicios,45,2026-03
670,3,Manrique Central,cacharrerias,retail,55,2026-03
671,3,Manrique Central,panaderias,alimentos,113,2026-03
672,3,Manrique Central,ferreterias,retail,56,2026-03
673,3,Santa Ines,cafeterias,alimentos,12,2026-03
674,3,Santa Ines,restaurantes,alimentos,39,2026-03
675,3,Santa Ines,tiendas,retail,9,2026-03
676,3,Santa Ines,supermercados,retail,6,2026-03
677,3,Santa Ines,charcuterias,alimentos,6,2026-03
678,3,Santa Ines,licoreras,retail,63,2026-03
679,3,Santa Ines,veterinarias,servicios,59,2026-03
680,3,Santa Ines,peluquerias,servicios,89,2026-03
681,3,Santa Ines,droguerias,servicios,100,2026-03
682,3,Santa Ines,cacharrerias,retail,27,2026-03
683,3,Santa Ines,panaderias,alimentos,76,2026-03
684,3,Santa Ines,ferreterias,retail,109,2026-03
685,3,El Raizal,cafeterias,alimentos,75,2026-03
686,3,El Raizal,restaurantes,alimentos,87,2026-03
687,3,El Raizal,tiendas,retail,67,2026-03
688,3,El Raizal,supermercados,retail,50,2026-03
689,3,El Raizal,charcuterias,alimentos,57,2026-03
690,3,El Raizal,licoreras,retail,36,2026-03
691,3,El Raizal,veterinarias,servicios,46,2026-03
692,3,El Raizal,peluquerias,servicios,96,2026-03
693,3,El Raizal,droguerias,servicios,28,2026-03
694,3,El Raizal,cacharrerias,retail,92,2026-03
695,3,El Raizal,panaderias,alimentos,103,2026-03
696,3,El Raizal,ferreterias,retail,95,2026-03
697,3,Zamora,cafeterias,alimentos,110,2026-03
698,3,Zamora,restaurantes,alimentos,62,2026-03
699,3,Zamora,tiendas,retail,114,2026-03
700,3,Zamora,supermercados,retail,111,2026-03
701,3,Zamora,charcuterias,alimentos,87,2026-03
702,3,Zamora,licoreras,retail,80,2026-03
703,3,Zamora,veterinarias,servicios,89,2026-03
704,3,Zamora,peluquerias,servicios,61,2026-03
705,3,Zamora,droguerias,servicios,46,2026-03
706,3,Zamora,cacharrerias,retail,32,2026-03
707,3,Zamora,panaderias,alimentos,41,2026-03
708,3,Zamora,ferreterias,retail,71,2026-03
709,4,Aranjuez,cafeterias,alimentos,80,2026-03
710,4,Aranjuez,restaurantes,alimentos,57,2026-03
711,4,Aranjuez,tiendas,retail,98,2026-03
712,4,Aranjuez,supermercados,retail,5,2026-03
713,4,Aranjuez,charcuterias,alimentos,58,2026-03
714,4,Aranjuez,licoreras,retail,95,2026-03
715,4,Aranjuez,veterinarias,servicios,95,2026-03
716,4,Aranjuez,peluquerias,servicios,27,2026-03
717,4,Aranjuez,droguerias,servicios,27,2026-03
718,4,Aranjuez,cacharrerias,retail,37,2026-03
719,4,Aranjuez,panaderias,alimentos,13,2026-03
720,4,Aranjuez,ferreterias,retail,94,2026-03
721,4,Berlin,cafeterias,alimentos,14,2026-03
722,4,Berlin,restaurantes,alimentos,76,2026-03
723,4,Berlin,tiendas,retail,111,2026-03
724,4,Berlin,supermercados,retail,71,2026-03
725,4,Berlin,charcuterias,alimentos,32,2026-03
726,4,Berlin,licoreras,retail,46,2026-03
727,4,Berlin,veterinarias,servicios,5,2026-03
728,4,Berlin,peluquerias,servicios,100,2026-03
729,4,Berlin,droguerias,servicios,65,2026-03
730,4,Berlin,cacharrerias,retail,86,2026-03
731,4,Berlin,panaderias,alimentos,59,2026-03
732,4,Berlin,ferreterias,retail,21,2026-03
733,4,Moravia,cafeterias,alimentos,71,2026-03
734,4,Moravia,restaurantes,alimentos,61,2026-03
735,4,Moravia,tiendas,retail,87,2026-03
736,4,Moravia,supermercados,retail,77,2026-03
737,4,Moravia,charcuterias,alimentos,117,2026-03
738,4,Moravia,licoreras,retail,44,2026-03
739,4,Moravia,veterinarias,servicios,116,2026-03
740,4,Moravia,peluquerias,servicios,47,2026-03
741,4,Moravia,droguerias,servicios,96,2026-03
742,4,Moravia,cacharrerias,retail,66,2026-03
743,4,Moravia,panaderias,alimentos,77,2026-03
744,4,Moravia,ferreterias,retail,88,2026-03
745,5,Castilla,cafeterias,alimentos,72,2026-03
746,5,Castilla,restaurantes,alimentos,118,2026-03
747,5,Castilla,tiendas,retail,63,2026-03
748,5,Castilla,supermercados,retail,34,2026-03
749,5,Castilla,charcuterias,alimentos,80,2026-03
750,5,Castilla,licoreras,retail,85,2026-03
751,5,Castilla,veterinarias,servicios,79,2026-03
752,5,Castilla,peluquerias,servicios,72,2026-03
753,5,Castilla,droguerias,servicios,99,2026-03
754,5,Castilla,cacharrerias,retail,51,2026-03
755,5,Castilla,panaderias,alimentos,90,2026-03
756,5,Castilla,ferreterias,retail,19,2026-03
757,5,Toscana,cafeterias,alimentos,64,2026-03
758,5,Toscana,restaurantes,alimentos,72,2026-03
759,5,Toscana,tiendas,retail,117,2026-03
760,5,Toscana,supermercados,retail,52,2026-03
761,5,Toscana,charcuterias,alimentos,78,2026-03
762,5,Toscana,licoreras,retail,9,2026-03
763,5,Toscana,veterinarias,servicios,21,2026-03
764,5,Toscana,peluquerias,servicios,9,2026-03
765,5,Toscana,droguerias,servicios,94,2026-03
766,5,Toscana,cacharrerias,retail,118,2026-03
767,5,Toscana,panaderias,alimentos,85,2026-03
768,5,Toscana,ferreterias,retail,110,2026-03
769,5,Boyaca,cafeterias,alimentos,49,2026-03
770,5,Boyaca,restaurantes,alimentos,70,2026-03
771,5,Boyaca,tiendas,retail,62,2026-03
772,5,Boyaca,supermercados,retail,113,2026-03
773,5,Boyaca,charcuterias,alimentos,13,2026-03
774,5,Boyaca,licoreras,retail,62,2026-03
775,5,Boyaca,veterinarias,servicios,92,2026-03
776,5,Boyaca,peluquerias,servicios,117,2026-03
777,5,Boyaca,droguerias,servicios,111,2026-03
778,5,Boyaca,cacharrerias,retail,106,2026-03
779,5,Boyaca,panaderias,alimentos,14,2026-03
780,5,Boyaca,ferreterias,retail,99,2026-03
781,6,Doce de Octubre,cafeterias,alimentos,88,2026-03
782,6,Doce de Octubre,restaurantes,alimentos,87,2026-03
783,6,Doce de Octubre,tiendas,retail,97,2026-03
784,6,Doce de Octubre,supermercados,retail,56,2026-03
785,6,Doce de Octubre,charcuterias,alimentos,28,2026-03
786,6,Doce de Octubre,licoreras,retail,73,2026-03
787,6,Doce de Octubre,veterinarias,servicios,92,2026-03
788,6,Doce de Octubre,peluquerias,servicios,80,2026-03
789,6,Doce de Octubre,droguerias,servicios,47,2026-03
790,6,Doce de Octubre,cacharrerias,retail,104,2026-03
791,6,Doce de Octubre,panaderias,alimentos,25,2026-03
792,6,Doce de Octubre,ferreterias,retail,115,2026-03
793,6,Pedregal,cafeterias,alimentos,55,2026-03
794,6,Pedregal,restaurantes,alimentos,97,2026-03
795,6,Pedregal,tiendas,retail,7,2026-03
796,6,Pedregal,supermercados,retail,25,2026-03
797,6,Pedregal,charcuterias,alimentos,53,2026-03
798,6,Pedregal,licoreras,retail,71,2026-03
799,6,Pedregal,veterinarias,servicios,25,2026-03
800,6,Pedregal,peluquerias,servicios,83,2026-03
801,6,Pedregal,droguerias,servicios,60,2026-03
802,6,Pedregal,cacharrerias,retail,32,2026-03
803,6,Pedregal,panaderias,alimentos,110,2026-03
804,6,Pedregal,ferreterias,retail,89,2026-03
805,6,Santander,cafeterias,alimentos,44,2026-03
806,6,Santander,restaurantes,alimentos,81,2026-03
807,6,Santander,tiendas,retail,49,2026-03
808,6,Santander,supermercados,retail,14,2026-03
809,6,Santander,charcuterias,alimentos,62,2026-03
810,6,Santander,licoreras,retail,100,2026-03
811,6,Santander,veterinarias,servicios,56,2026-03
812,6,Santander,peluquerias,servicios,63,2026-03
813,6,Santander,droguerias,servicios,76,2026-03
814,6,Santander,cacharrerias,retail,10,2026-03
815,6,Santander,panaderias,alimentos,9,2026-03
816,6,Santander,ferreterias,retail,9,2026-03
817,7,Robledo,cafeterias,alimentos,37,2026-03
818,7,Robledo,restaurantes,alimentos,94,2026-03
819,7,Robledo,tiendas,retail,90,2026-03
820,7,Robledo,supermercados,retail,41,2026-03
821,7,Robledo,charcuterias,alimentos,44,2026-03
822,7,Robledo,licoreras,retail,87,2026-03
823,7,Robledo,veterinarias,servicios,40,2026-03
824,7,Robledo,peluquerias,servicios,70,2026-03
825,7,Robledo,droguerias,servicios,101,2026-03
826,7,Robledo,cacharrerias,retail,53,2026-03
827,7,Robledo,panaderias,alimentos,102,2026-03
828,7,Robledo,ferreterias,retail,68,2026-03
829,7,Villa Flora,cafeterias,alimentos,43,2026-03
830,7,Villa Flora,restaurantes,alimentos,80,2026-03
831,7,Villa Flora,tiendas,retail,81,2026-03
832,7,Villa Flora,supermercados,retail,39,2026-03
833,7,Villa Flora,charcuterias,alimentos,54,2026-03
834,7,Villa Flora,licoreras,retail,33,2026-03
835,7,Villa Flora,veterinarias,servicios,53,2026-03
836,7,Villa Flora,peluquerias,servicios,47,2026-03
837,7,Villa Flora,droguerias,servicios,22,2026-03
838,7,Villa Flora,cacharrerias,retail,112,2026-03
839,7,Villa Flora,panaderias,alimentos,18,2026-03
840,7,Villa Flora,ferreterias,retail,22,2026-03
841,7,Altamira,cafeterias,alimentos,58,2026-03
842,7,Altamira,restaurantes,alimentos,107,2026-03
843,7,Altamira,tiendas,retail,25,2026-03
844,7,Altamira,supermercados,retail,93,2026-03
845,7,Altamira,charcuterias,alimentos,59,2026-03
846,7,Altamira,licoreras,retail,11,2026-03
847,7,Altamira,veterinarias,servicios,115,2026-03
848,7,Altamira,peluquerias,servicios,10,2026-03
849,7,Altamira,droguerias,servicios,92,2026-03
850,7,Altamira,cacharrerias,retail,97,2026-03
851,7,Altamira,panaderias,alimentos,50,2026-03
852,7,Altamira,ferreterias,retail,99,2026-03
853,8,Villa Hermosa,cafeterias,alimentos,29,2026-03
854,8,Villa Hermosa,restaurantes,alimentos,118,2026-03
855,8,Villa Hermosa,tiendas,retail,85,2026-03
856,8,Villa Hermosa,supermercados,retail,45,2026-03
857,8,Villa Hermosa,charcuterias,alimentos,95,2026-03
858,8,Villa Hermosa,licoreras,retail,19,2026-03
859,8,Villa Hermosa,veterinarias,servicios,73,2026-03
860,8,Villa Hermosa,peluquerias,servicios,69,2026-03
861,8,Villa Hermosa,droguerias,servicios,16,2026-03
862,8,Villa Hermosa,cacharrerias,retail,7,2026-03
863,8,Villa Hermosa,panaderias,alimentos,90,2026-03
864,8,Villa Hermosa,ferreterias,retail,82,2026-03
865,8,La Mansión,cafeterias,alimentos,68,2026-03
866,8,La Mansión,restaurantes,alimentos,109,2026-03
867,8,La Mansión,tiendas,retail,53,2026-03
868,8,La Mansión,supermercados,retail,55,2026-03
869,8,La Mansión,charcuterias,alimentos,49,2026-03
870,8,La Mansión,licoreras,retail,53,2026-03
871,8,La Mansión,veterinarias,servicios,38,2026-03
872,8,La Mansión,peluquerias,servicios,64,2026-03
873,8,La Mansión,droguerias,servicios,117,2026-03
874,8,La Mansión,cacharrerias,retail,45,2026-03
875,8,La Mansión,panaderias,alimentos,40,2026-03
876,8,La Mansión,ferreterias,retail,119,2026-03
877,8,San Miguel,cafeterias,alimentos,72,2026-03
878,8,San Miguel,restaurantes,alimentos,22,2026-03
879,8,San Miguel,tiendas,retail,70,2026-03
880,8,San Miguel,supermercados,retail,99,2026-03
881,8,San Miguel,charcuterias,alimentos,42,2026-03
882,8,San Miguel,licoreras,retail,5,2026-03
883,8,San Miguel,veterinarias,servicios,33,2026-03
884,8,San Miguel,peluquerias,servicios,8,2026-03
885,8,San Miguel,droguerias,servicios,73,2026-03
886,8,San Miguel,cacharrerias,retail,98,2026-03
887,8,San Miguel,panaderias,alimentos,48,2026-03
888,8,San Miguel,ferreterias,retail,64,2026-03
889,9,Buenos Aires,cafeterias,alimentos,64,2026-03
890,9,Buenos Aires,restaurantes,alimentos,101,2026-03
891,9,Buenos Aires,tiendas,retail,70,2026-03
892,9,Buenos Aires,supermercados,retail,36,2026-03
893,9,Buenos Aires,charcuterias,alimentos,28,2026-03
894,9,Buenos Aires,licoreras,retail,108,2026-03
895,9,Buenos Aires,veterinarias,servicios,120,2026-03
896,9,Buenos Aires,peluquerias,servicios,78,2026-03
897,9,Buenos Aires,droguerias,servicios,105,2026-03
898,9,Buenos Aires,cacharrerias,retail,52,2026-03
899,9,Buenos Aires,panaderias,alimentos,24,2026-03
900,9,Buenos Aires,ferreterias,retail,42,2026-03
901,9,Miraflores,cafeterias,alimentos,11,2026-03
902,9,Miraflores,restaurantes,alimentos,110,2026-03
903,9,Miraflores,tiendas,retail,31,2026-03
904,9,Miraflores,supermercados,retail,89,2026-03
905,9,Miraflores,charcuterias,alimentos,40,2026-03
906,9,Miraflores,licoreras,retail,13,2026-03
907,9,Miraflores,veterinarias,servicios,97,2026-03
908,9,Miraflores,peluquerias,servicios,25,2026-03
909,9,Miraflores,droguerias,servicios,32,2026-03
910,9,Miraflores,cacharrerias,retail,18,2026-03
911,9,Miraflores,panaderias,alimentos,47,2026-03
912,9,Miraflores,ferreterias,retail,69,2026-03
913,9,Cataluña,cafeterias,alimentos,69,2026-03
914,9,Cataluña,restaurantes,alimentos,53,2026-03
915,9,Cataluña,tiendas,retail,103,2026-03
916,9,Cataluña,supermercados,retail,78,2026-03
917,9,Cataluña,charcuterias,alimentos,29,2026-03
918,9,Cataluña,licoreras,retail,59,2026-03
919,9,Cataluña,veterinarias,servicios,40,2026-03
920,9,Cataluña,peluquerias,servicios,73,2026-03
921,9,Cataluña,droguerias,servicios,111,2026-03
922,9,Cataluña,cacharrerias,retail,20,2026-03
923,9,Cataluña,panaderias,alimentos,84,2026-03
924,9,Cataluña,ferreterias,retail,92,2026-03
925,10,La Candelaria,cafeterias,alimentos,46,2026-03
926,10,La Candelaria,restaurantes,alimentos,24,2026-03
927,10,La Candelaria,tiendas,retail,117,2026-03
928,10,La Candelaria,supermercados,retail,71,2026-03
929,10,La Candelaria,charcuterias,alimentos,34,2026-03
930,10,La Candelaria,licoreras,retail,51,2026-03
931,10,La Candelaria,veterinarias,servicios,25,2026-03
932,10,La Candelaria,peluquerias,servicios,67,2026-03
933,10,La Candelaria,droguerias,servicios,88,2026-03
934,10,La Candelaria,cacharrerias,retail,47,2026-03
935,10,La Candelaria,panaderias,alimentos,21,2026-03
936,10,La Candelaria,ferreterias,retail,87,2026-03
937,10,Boston,cafeterias,alimentos,111,2026-03
938,10,Boston,restaurantes,alimentos,81,2026-03
939,10,Boston,tiendas,retail,83,2026-03
940,10,Boston,supermercados,retail,73,2026-03
941,10,Boston,charcuterias,alimentos,24,2026-03
942,10,Boston,licoreras,retail,111,2026-03
943,10,Boston,veterinarias,servicios,81,2026-03
944,10,Boston,peluquerias,servicios,42,2026-03
945,10,Boston,droguerias,servicios,7,2026-03
946,10,Boston,cacharrerias,retail,53,2026-03
947,10,Boston,panaderias,alimentos,118,2026-03
948,10,Boston,ferreterias,retail,9,2026-03
949,10,Prado,cafeterias,alimentos,103,2026-03
950,10,Prado,restaurantes,alimentos,92,2026-03
951,10,Prado,tiendas,retail,54,2026-03
952,10,Prado,supermercados,retail,72,2026-03
953,10,Prado,charcuterias,alimentos,33,2026-03
954,10,Prado,licoreras,retail,18,2026-03
955,10,Prado,veterinarias,servicios,85,2026-03
956,10,Prado,peluquerias,servicios,82,2026-03
957,10,Prado,droguerias,servicios,84,2026-03
958,10,Prado,cacharrerias,retail,87,2026-03
959,10,Prado,panaderias,alimentos,95,2026-03
960,10,Prado,ferreterias,retail,68,2026-03
961,11,Laureles,cafeterias,alimentos,56,2026-03
962,11,Laureles,restaurantes,alimentos,11,2026-03
963,11,Laureles,tiendas,retail,106,2026-03
964,11,Laureles,supermercados,retail,73,2026-03
965,11,Laureles,charcuterias,alimentos,90,2026-03
966,11,Laureles,licoreras,retail,99,2026-03
967,11,Laureles,veterinarias,servicios,20,2026-03
968,11,Laureles,peluquerias,servicios,70,2026-03
969,11,Laureles,droguerias,servicios,53,2026-03
970,11,Laureles,cacharrerias,retail,86,2026-03
971,11,Laureles,panaderias,alimentos,50,2026-03
972,11,Laureles,ferreterias,retail,47,2026-03
973,11,Estadio,cafeterias,alimentos,19,2026-03
974,11,Estadio,restaurantes,alimentos,106,2026-03
975,11,Estadio,tiendas,retail,97,2026-03
976,11,Estadio,supermercados,retail,71,2026-03
977,11,Estadio,charcuterias,alimentos,63,2026-03
978,11,Estadio,licoreras,retail,8,2026-03
979,11,Estadio,veterinarias,servicios,109,2026-03
980,11,Estadio,peluquerias,servicios,33,2026-03
981,11,Estadio,droguerias,servicios,15,2026-03
982,11,Estadio,cacharrerias,retail,24,2026-03
983,11,Estadio,panaderias,alimentos,88,2026-03
984,11,Estadio,ferreterias,retail,22,2026-03
985,11,Conquistadores,cafeterias,alimentos,106,2026-03
986,11,Conquistadores,restaurantes,alimentos,32,2026-03
987,11,Conquistadores,tiendas,retail,63,2026-03
988,11,Conquistadores,supermercados,retail,109,2026-03
989,11,Conquistadores,charcuterias,alimentos,56,2026-03
990,11,Conquistadores,licoreras,retail,14,2026-03
991,11,Conquistadores,veterinarias,servicios,75,2026-03
992,11,Conquistadores,peluquerias,servicios,115,2026-03
993,11,Conquistadores,droguerias,servicios,27,2026-03
994,11,Conquistadores,cacharrerias,retail,10,2026-03
995,11,Conquistadores,panaderias,alimentos,13,2026-03
996,11,Conquistadores,ferreterias,retail,117,2026-03
997,12,La America,cafeterias,alimentos,71,2026-03
998,12,La America,restaurantes,alimentos,89,2026-03
999,12,La America,tiendas,retail,58,2026-03
1000,12,La America,supermercados,retail,111,2026-03
1001,12,La America,charcuterias,alimentos,114,2026-03
1002,12,La America,licoreras,retail,73,2026-03
1003,12,La America,veterinarias,servicios,60,2026-03
1004,12,La America,peluquerias,servicios,119,2026-03
1005,12,La America,droguerias,servicios,104,2026-03
1006,12,La America,cacharrerias,retail,117,2026-03
1007,12,La America,panaderias,alimentos,88,2026-03
1008,12,La America,ferreterias,retail,11,2026-03
1009,12,Ferrini,cafeterias,alimentos,30,2026-03
1010,12,Ferrini,restaurantes,alimentos,20,2026-03
1011,12,Ferrini,tiendas,retail,103,2026-03
1012,12,Ferrini,supermercados,retail,111,2026-03
1013,12,Ferrini,charcuterias,alimentos,51,2026-03
1014,12,Ferrini,licoreras,retail,77,2026-03
1015,12,Ferrini,veterinarias,servicios,37,2026-03
1016,12,Ferrini,peluquerias,servicios,47,2026-03
1017,12,Ferrini,droguerias,servicios,19,2026-03
1018,12,Ferrini,cacharrerias,retail,14,2026-03
1019,12,Ferrini,panaderias,alimentos,41,2026-03
1020,12,Ferrini,ferreterias,retail,48,2026-03
1021,12,Calasanz,cafeterias,alimentos,43,2026-03
1022,12,Calasanz,restaurantes,alimentos,53,2026-03
1023,12,Calasanz,tiendas,retail,84,2026-03
1024,12,Calasanz,supermercados,retail,24,2026-03
1025,12,Calasanz,charcuterias,alimentos,86,2026-03
1026,12,Calasanz,licoreras,retail,17,2026-03
1027,12,Calasanz,veterinarias,servicios,52,2026-03
1028,12,Calasanz,peluquerias,servicios,40,2026-03
1029,12,Calasanz,droguerias,servicios,115,2026-03
1030,12,Calasanz,cacharrerias,retail,64,2026-03
1031,12,Calasanz,panaderias,alimentos,93,2026-03
1032,12,Calasanz,ferreterias,retail,119,2026-03
1033,13,San Javier,cafeterias,alimentos,76,2026-03
1034,13,San Javier,restaurantes,alimentos,76,2026-03
1035,13,San Javier,tiendas,retail,52,2026-03
1036,13,San Javier,supermercados,retail,75,2026-03
1037,13,San Javier,charcuterias,alimentos,83,2026-03
1038,13,San Javier,licoreras,retail,9,2026-03
1039,13,San Javier,veterinarias,servicios,118,2026-03
1040,13,San Javier,peluquerias,servicios,52,2026-03
1041,13,San Javier,droguerias,servicios,35,2026-03
1042,13,San Javier,cacharrerias,retail,13,2026-03
1043,13,San Javier,panaderias,alimentos,42,2026-03
1044,13,San Javier,ferreterias,retail,104,2026-03
1045,13,El Salado,cafeterias,alimentos,9,2026-03
1046,13,El Salado,restaurantes,alimentos,100,2026-03
